country_iso3,country_source_name,group,indicator_code,indicator,value,unit,observation_year,status,originating_source,source_url,api_query_url,world_bank_last_updated,retrieved_at,note
TZA,Tanzania,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),34.12546539,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TZA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
UGA,Uganda,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),79.93642426,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/UGA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZAF,South Africa,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),92.02373505,% of firms,2020,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ZAF/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZMB,Zambia,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),89.64607239,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ZMB/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZWE,Zimbabwe,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),52.53521347,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ZWE/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
AGO,Angola,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/AGO/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BDI,Burundi,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),8e-06,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BDI/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BEN,Benin,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BEN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BFA,Burkina Faso,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2.727272727,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BFA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BWA,Botswana,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BWA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CAF,Central African Republic,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),9,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CAF/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CIV,Cote d'Ivoire,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CIV/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CMR,Cameroon,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CMR/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COD,"Congo, Dem. Rep.",Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COD/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COG,"Congo, Rep.",Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),1,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COG/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COM,Comoros,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),5,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COM/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CPV,Cabo Verde,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CPV/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
DJI,Djibouti,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/DJI/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
DZA,,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),,% of sales among firms affected,,no_information,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/DZA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,"No non-empty country observation returned by the World Bank API for this indicator. This is a data gap, not zero."
EGY,"Egypt, Arab Rep.",Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/EGY/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ERI,Eritrea,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2009,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ERI/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ETH,Ethiopia,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ETH/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GAB,Gabon,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GAB/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GHA,Ghana,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GHA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GIN,Guinea,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GIN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GMB,"Gambia, The",Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0.0862068966,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GMB/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GNB,Guinea-Bissau,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GNB/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GNQ,Equatorial Guinea,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GNQ/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
KEN,Kenya,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/KEN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
LBR,Liberia,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LBR/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
LBY,,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),,% of sales among firms affected,,no_information,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LBY/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,"No non-empty country observation returned by the World Bank API for this indicator. This is a data gap, not zero."
LSO,Lesotho,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0.2147375451,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LSO/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MAR,Morocco,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MAR/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MDG,Madagascar,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2022,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MDG/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MLI,Mali,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),10,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MLI/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MOZ,Mozambique,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MOZ/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MRT,Mauritania,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MRT/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MUS,Mauritius,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MUS/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MWI,Malawi,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MWI/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NAM,Namibia,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NAM/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NER,Niger,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NER/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NGA,Nigeria,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NGA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
RWA,Rwanda,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/RWA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SDN,Sudan,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2014,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SDN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SEN,Senegal,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SEN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SLE,Sierra Leone,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),2,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SLE/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SOM,"Somalia, Fed. Rep.",Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SOM/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SSD,South Sudan,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),1,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SSD/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
STP,Sao Tome and Principe,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/STP/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SWZ,Eswatini,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SWZ/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SYC,Seychelles,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SYC/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TCD,Chad,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),10,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TCD/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TGO,Togo,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),1,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TGO/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TUN,Tunisia,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TUN/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TZA,Tanzania,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TZA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
UGA,Uganda,Power and reliability,IC.FRM.OUTG.ZS,Value lost due to electrical outages (% of sales for affected firms),0,% of sales among firms affected,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/UGA/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.FRM.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
