country_iso3,country_source_name,group,indicator_code,indicator,value,unit,observation_year,status,originating_source,source_url,api_query_url,world_bank_last_updated,retrieved_at,note
TCD,Chad,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),13.4,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/TCD/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TGO,Togo,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),61.1,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/TGO/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TUN,Tunisia,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),100,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/TUN/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TZA,Tanzania,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),52.4,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/TZA/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
UGA,Uganda,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),55.3,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/UGA/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZAF,South Africa,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),90.2,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/ZAF/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZMB,Zambia,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),53.6,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/ZMB/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ZWE,Zimbabwe,Power and reliability,EG.ELC.ACCS.ZS,Access to electricity (% of population),62,% of population,2024,reported,"SDG 7.1.1 Electrification Dataset, World Bank / ESMAP",https://api.worldbank.org/v2/country/ZWE/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/EG.ELC.ACCS.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
AGO,Angola,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),61.41448212,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/AGO/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BDI,Burundi,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),93.88008881,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BDI/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BEN,Benin,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),86.14924622,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BEN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BFA,Burkina Faso,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),92.48812103,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BFA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
BWA,Botswana,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),64.15776825,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/BWA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CAF,Central African Republic,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),89.27954865,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CAF/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CIV,Cote d'Ivoire,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),80.34918213,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CIV/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CMR,Cameroon,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),93.30515289,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CMR/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COD,"Congo, Dem. Rep.",Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),77.36276245,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COD/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COG,"Congo, Rep.",Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),77.10931396,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COG/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
COM,Comoros,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),91.69716644,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/COM/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
CPV,Cabo Verde,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),39.56323624,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/CPV/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
DJI,Djibouti,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),56.58783722,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/DJI/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
DZA,,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),,% of firms,,no_information,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/DZA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,"No non-empty country observation returned by the World Bank API for this indicator. This is a data gap, not zero."
EGY,"Egypt, Arab Rep.",Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),35.62733841,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/EGY/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ERI,Eritrea,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),20.54837227,% of firms,2009,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ERI/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
ETH,Ethiopia,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),85.86965942,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/ETH/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GAB,Gabon,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),87.09931183,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GAB/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GHA,Ghana,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),73.76318359,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GHA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GIN,Guinea,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),91.10287476,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GIN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GMB,"Gambia, The",Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),86.94114685,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GMB/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GNB,Guinea-Bissau,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),72.17525482,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GNB/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
GNQ,Equatorial Guinea,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),33.32280731,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/GNQ/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
KEN,Kenya,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),74.61010742,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/KEN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
LBR,Liberia,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),64.48472595,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LBR/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
LBY,,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),,% of firms,,no_information,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LBY/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,"No non-empty country observation returned by the World Bank API for this indicator. This is a data gap, not zero."
LSO,Lesotho,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),64.55149841,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/LSO/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MAR,Morocco,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),10.88711357,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MAR/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MDG,Madagascar,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),52.38755417,% of firms,2022,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MDG/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MLI,Mali,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),87.10353088,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MLI/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MOZ,Mozambique,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),58.78262329,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MOZ/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MRT,Mauritania,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),84.26553345,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MRT/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MUS,Mauritius,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),40.38035202,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MUS/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
MWI,Malawi,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),89.11867523,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/MWI/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NAM,Namibia,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),53.67754364,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NAM/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NER,Niger,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),75.11286926,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NER/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
NGA,Nigeria,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),82.49201202,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/NGA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
RWA,Rwanda,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),60.58708954,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/RWA/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SDN,Sudan,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),93.71907043,% of firms,2014,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SDN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SEN,Senegal,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),55.03804779,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SEN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SLE,Sierra Leone,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),66.22390747,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SLE/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SOM,"Somalia, Fed. Rep.",Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),52.56361389,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SOM/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SSD,South Sudan,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),68.36896515,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SSD/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
STP,Sao Tome and Principe,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),75.70522308,% of firms,2025,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/STP/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SWZ,Eswatini,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),58.49438095,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SWZ/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
SYC,Seychelles,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),38.2654686,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/SYC/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TCD,Chad,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),96.17499542,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TCD/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TGO,Togo,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),86.13388824,% of firms,2023,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TGO/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
TUN,Tunisia,Power and reliability,IC.ELC.OUTG.ZS,Firms experiencing electrical outages (% of firms),35.46521759,% of firms,2024,reported,World Bank Enterprise Surveys,https://api.worldbank.org/v2/country/TUN/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=100,https://api.worldbank.org/v2/country/all/indicator/IC.ELC.OUTG.ZS?format=json&mrnev=1&per_page=20000,2026-07-13,2026-09-25,Latest non-empty annual observation returned by the World Bank API; observation year shown separately.
