metric,scope,geography_scope,change_pct,value_low,value_high,unit,date,evidence_status,temporal_status,headline_eligible,source_quality,originating_source,evidence_host,url,archive_url,legacy_type,note
Excise duty on smartphones,Kenya,country,25,,,,2026-05-14,trade_reporting,proposal,False,ok,Kenya Finance Bill 2026,africa.businessinsider.com,https://africa.businessinsider.com/local/markets/kenya-finance-bill-2026-targets-smartphones-with-25-excise-duty/khwl0bp,https://web.archive.org/web/20260615042751/https://africa.businessinsider.com/local/markets/kenya-finance-bill-2026-targets-smartphones-with-25-excise-duty/khwl0bp,proposal,"Proposed 25% excise duty, which would land directly on device prices. Proposed 25% excise duty, assessed at activation, which would land directly on device prices."
